FULL VALIDATION MODE: 1978 prompts

=== MiniLM L6 v2 ===  (sentence-transformers/all-MiniLM-L6-v2)
Loading weights:   0%|          | 0/103 [00:00<?, ?it/s]Loading weights: 100%|██████████| 103/103 [00:00<00:00, 18775.02it/s]
[1mBertModel LOAD REPORT[0m from: sentence-transformers/all-MiniLM-L6-v2
Key                     | Status     |  | 
------------------------+------------+--+-
embeddings.position_ids | UNEXPECTED |  | 

Notes:
- UNEXPECTED:	can be ignored when loading from different task/architecture; not ok if you expect identical arch.
  load       : 3.1s
  encode 1978 prompts: 3202ms total, 1.6ms/prompt   dim=384
  cos same-domain pairs: mean=0.389  diff-domain: mean=0.044  separation Δ=0.345

--- MiniLM head predictions ---
prompt                                               | top-1 (score)        | target ok?
Pin base image by digest for reproducibility         | kicad-pcb          1.00 | ✗ (target=docker)
Set up healthcheck on a Postgres container in comp   | yaml-json          1.00 | ✗ (target=docker)
Pourquoi Docker met si longtemps à pull une layer    | chat-fr            0.98 | ✗ (target=docker)
Reduce log volume — set max-size and max-file in d   | shell              1.00 | ✗ (target=docker)
Network mode host vs bridge vs none — quel choisir   | typescript         0.97 | ✗ (target=docker)
Comment mesurer le démarrage d'un container (entry   | chat-fr            0.95 | ✗ (target=docker)
Comment passer la timezone Europe/Paris à un conta   | chat-fr            0.99 | ✗ (target=docker)
How to handle multiple compose files (-f flag chai   | shell              0.97 | ✗ (target=docker)
Différence entre Docker volume et bind mount         | chat-fr            0.99 | ✗ (target=docker)
Comment passer une variable d'env au build (ARG vs   | chat-fr            0.99 | ✗ (target=docker)
Set up HEALTHCHECK CMD in alpine slim image          | shell              1.00 | ✗ (target=docker)
How to run X11 GUI app in Docker with display forw   | math               0.99 | ✗ (target=docker)
Set up Loki + Promtail + Grafana for Docker logs     | shell              0.98 | ✗ (target=docker)
Run docker compose with override file for dev        | shell              1.00 | ✗ (target=docker)
Comment gérer logging multiline en Docker (Java st   | shell              0.97 | ✗ (target=docker)
Why does my container have no /tmp space (overlay    | reasoning          0.98 | ✗ (target=docker)
How to add a CA cert to a Debian-based image         | math               0.98 | ✗ (target=docker)
How to inspect layers of a Docker image (dive tool   | yaml-json          0.99 | ✗ (target=docker)
Use STOPSIGNAL to override default SIGTERM           | kicad-dsl          0.89 | ✗ (target=docker)
Comment design un FIR filter avec scipy et plot fr   | dsp                1.00 | ✓
How does a coupling capacitor such as C7 determine   | emc                1.00 | ✗ (target=electronics)
How does changing the value of a coupling capacito   | spice-sim          0.91 | ✗ (target=electronics)
How does a battery supply power to an analog pedal   | electronics        1.00 | ✓
How can a hobbyist improve their understanding of    | music-audio        0.98 | ✗ (target=electronics)
What are the key factors to consider when choosing   | electronics        0.97 | ✓
How can industry-specific journals and publication   | kicad-pcb          0.98 | ✗ (target=electronics)
How can resistor ratios in an op‑amp based fuzz be   | docker             0.98 | ✗ (target=electronics)
What is a capacitor in analog circuits?              | electronics        1.00 | ✓
**
I’m building my first guitar distortion pedal a   | electronics        0.97 | ✓
How do precision resistors impact the performance    | electronics        1.00 | ✓
How does increasing a resistor value in a gain sta   | electronics        0.98 | ✓
How does a voltage-controlled voltage source (VCVS   | electronics        0.99 | ✓
How do analogue electronic systems address issues    | electronics        0.98 | ✓
What is the purpose of the capacitor that sits bet   | electronics        0.98 | ✓
What are the practical benefits of adding an LED c   | power              0.96 | ✗ (target=electronics)
Are there strategies to mitigate component degrada   | electronics        0.98 | ✓
How do analogue electronic systems address issues    | electronics        0.99 | ✓
What are the primary differences between current l   | kicad-pcb          0.99 | ✗ (target=electronics)
What is the importance of phase shift in electroni   | docker             0.92 | ✗ (target=electronics)
** Can an LED clipping upgrade be combined with ot   | power              0.89 | ✗ (target=electronics)
What is a current-controlled voltage source (CCVS)   | power              0.99 | ✗ (target=electronics)
How does a coupling capacitor like C7 influence th   | emc                0.97 | ✗ (target=electronics)
What are the key differences between using silicon   | electronics        0.99 | ✓
In what ways does component placement—particularly   | emc                0.98 | ✗ (target=electronics)
How can one stay safe while working with electrica   | electronics        0.98 | ✓
How does the value of R8 influence the dynamic ran   | electronics        0.99 | ✓
Can analogue electronic systems process both analo   | electronics        0.99 | ✓
How do capacitors function in analog electronics?    | electronics        1.00 | ✓
Can analogue electronic systems be used for medica   | electronics        0.96 | ✓
What are the trade‑offs when selecting a 100 kΩ po   | electronics        0.98 | ✓
What role do capacitors play in shaping the charac   | typescript         0.99 | ✗ (target=electronics)
What limitations exist when working with high-freq   | kicad-pcb          1.00 | ✗ (target=electronics)
How does the choice of coupling capacitor values a   | spice-sim          0.96 | ✗ (target=electronics)
What are the most effective strategies for a hobby   | rust               0.99 | ✗ (target=electronics)
What are the key steps to follow when designing an   | electronics        1.00 | ✓
How do analogue and digital circuits address issue   | electronics        0.98 | ✓
What are the key factors in choosing components fo   | electronics        0.99 | ✓
I noticed that C8 works with R11 to shape bass res   | electronics        0.96 | ✓
How does changing a single resistor in a classic f   | electronics        0.93 | ✓
What are the primary roles of resistors, capacitor   | electronics        1.00 | ✓
In what ways does inherent noise influence the dyn   | electronics        0.96 | ✓
How can I integrate a three‑pole switching selecto   | electronics        0.98 | ✓
Can analogue electronic systems incorporate memory   | electronics        0.98 | ✓
Why do many guitar pedals use a logarithmic (audio   | dsp                0.96 | ✗ (target=electronics)
How can I modify a basic fuzz circuit to emulate c   | spice-sim          0.96 | ✗ (target=electronics)
What are some common types of ohmmeters?             | typescript         1.00 | ✗ (target=electronics)
How do you design an analog electronic circuit?      | electronics        1.00 | ✓
Can analogue electronic systems incorporate feedba   | electronics        0.99 | ✓
Explain how an RC (resistor-capacitor) circuit beh   | electronics        0.99 | ✓
How does the intrinsic gain (β) of a bipolar junct   | kicad-pcb          1.00 | ✗ (target=electronics)
I’m new to footswitches—how does a basic on/off sw   | electronics        1.00 | ✓
What are some key considerations when selecting co   | music-audio        0.98 | ✗ (target=electronics)
What considerations should be made when integratin   | electronics        0.94 | ✓
How can I use a frequency sweep and spectral analy   | spice-sim          0.96 | ✗ (target=electronics)
How do precision circuits contribute to energy eff   | electronics        1.00 | ✓
What role does the resistor network play in shapin   | electronics        0.94 | ✓
In practice, how can I build a tone‑control sectio   | electronics        0.99 | ✓
What are some common challenges when transitioning   | spice-sim          0.99 | ✗ (target=electronics)
How do you recycle analogue electronic components?   | electronics        0.98 | ✓
What types of analogue electronic systems are best   | dsp                1.00 | ✗ (target=electronics)
How can a hobbyist safely handle and store sensiti   | emc                1.00 | ✗ (target=electronics)
How might we optimize signal processing within ana   | spice-sim          0.98 | ✗ (target=electronics)
How do you ensure signal integrity in high-speed P   | kicad-pcb          0.99 | ✗ (target=electronics)
How can I improve my ability to analyze and unders   | spice-sim          0.99 | ✗ (target=electronics)
When a user turns down a gain pot in an op‑amp amp   | electronics        0.99 | ✓
How do circuit classifications help in designing a   | electronics        0.99 | ✓
How do analogue electronic circuits handle signal    | electronics        1.00 | ✓
How can a hobbyist safely handle potentially hazar   | emc                1.00 | ✗ (target=electronics)
Can analogue electronic systems be used for data e   | electronics        0.98 | ✓
How do you handle signal integrity issues caused b   | emc                1.00 | ✗ (target=electronics)
How do analogue electronic systems address issues    | electronics        0.99 | ✓
Why does adding a decoupling capacitor across the    | emc                1.00 | ✗ (target=electronics)
How can high-frequency signals be effectively hand   | kicad-pcb          1.00 | ✗ (target=electronics)
What specific circuit modifications or component s   | typescript         0.93 | ✗ (target=electronics)
Why is a “virtual ground” necessary when using a s   | electronics        1.00 | ✓
What are some common design considerations when in   | spice-sim          0.97 | ✗ (target=electronics)
How does component tolerance affect the design and   | emc                0.97 | ✗ (target=electronics)
How do analogue electronic circuits classify, part   | dsp                0.97 | ✗ (target=electronics)
How do transistors facilitate the realization of c   | dsp                0.99 | ✗ (target=electronics)
How can one recognize and interpret feedback confi   | spice-sim          0.99 | ✗ (target=electronics)
How do component tolerance specifications affect t   | spice-sim          0.99 | ✗ (target=electronics)
How does an operational amplifier (op-amp) work in   | electronics        1.00 | ✓
How does resistor R8 influence the overall gain wh   | electronics        0.99 | ✓
What are the key considerations when selecting com   | electronics        0.99 | ✓
How can one effectively learn to read and interpre   | electronics        0.98 | ✓
How can adding a small bypass capacitor across the   | emc                1.00 | ✗ (target=electronics)
What are the specific techniques used in analogue    | electronics        1.00 | ✓
How can one safely handle and test components in a   | emc                0.99 | ✗ (target=electronics)
How do temperature variations influence the perfor   | kicad-pcb          0.95 | ✗ (target=electronics)
What role does the MOSFET play in a basic distorti   | electronics        1.00 | ✓
How does one effectively use reference designs to    | spice-sim          0.99 | ✗ (target=electronics)
What are the most common RC filter topologies used   | electronics        0.87 | ✓
How can I effectively learn to read and interpret    | spice-sim          0.98 | ✗ (target=electronics)
How can I adjust the high‑frequency roll‑off on a    | emc                0.99 | ✗ (target=electronics)
What are the best practices for grounding and PCB    | emc                0.99 | ✗ (target=electronics)
How can I leverage differential pairs of transisto   | spice-sim          0.97 | ✗ (target=electronics)
How does poor shielding of a pedal’s enclosure con   | emc                0.96 | ✗ (target=electronics)
What are some common types of amplifiers used in e   | electronics        0.99 | ✓
How does LED clipping in a fuzz pedal affect the h   | docker             0.95 | ✗ (target=electronics)
How can a hobbyist safely dispose of or recycle ol   | emc                0.99 | ✗ (target=electronics)
How do operational amplifiers (op-amps) contribute   | electronics        0.99 | ✓
How might artists leverage the inherent non-linear   | docker             0.98 | ✗ (target=electronics)
What role do operational amplifiers (op-amps) play   | electronics        0.99 | ✓
Are there established methods for addressing non-l   | spice-sim          0.96 | ✗ (target=electronics)
What is a feedback loop in an electronic system?     | kicad-pcb          0.97 | ✗ (target=electronics)
What considerations must be taken when selecting c   | electronics        0.99 | ✓
I want to add a 3‑position switch that also drives   | kicad-dsl          0.98 | ✗ (target=electronics)
